Open Time,Order,Symbol_order,Type_order,Volume_order,Price_order,S / L,T / P,Time_order,State,Comment_order,Time_deal,Deal,Symbol_deal,Type_deal,Direction,Volume_deal,Price_deal,Commission,Swap,Profit,Balance,Comment_deal
2024.01.30 00:39:34,31.0,XAUUSDc,buy,9.01 / 9.01,0.0,2032.772,2035.112,2024.01.30 00:39:34,filled,Range Breakout Buy,2024.01.30 00:39:34,28.0,XAUUSDc,buy,in,9.01,2033.073,0,0.0,0.0,78.12,Range Breakout Buy
2024.01.30 01:04:30,32.0,XAUUSDc,sell,9.01 / 9.01,0.0,,,2024.01.30 01:04:30,filled,sl 2032.772,2024.01.30 01:04:30,29.0,XAUUSDc,sell,out,9.01,2032.56,0,0.0,-4.62,73.5,sl 2032.772
2024.01.31 00:03:32,33.0,XAUUSDc,buy,3.24 / 3.24,0.0,2036.658,2042.778,2024.01.31 00:03:32,filled,Range Breakout Buy,2024.01.31 00:03:32,30.0,XAUUSDc,buy,in,3.24,2037.467,0,0.0,0.0,73.5,Range Breakout Buy
2024.01.31 00:42:30,34.0,XAUUSDc,sell,3.24 / 3.24,0.0,,,2024.01.31 00:42:30,filled,sl 2036.658,2024.01.31 00:42:30,31.0,XAUUSDc,sell,out,3.24,2036.249,0,0.0,-3.95,69.55,sl 2036.658
2024.02.01 00:33:33,35.0,XAUUSDc,buy,3.03 / 3.03,0.0,2041.173,2047.356,2024.02.01 00:33:33,filled,Range Breakout Buy,2024.02.01 00:33:33,32.0,XAUUSDc,buy,in,3.03,2041.856,0,0.0,0.0,69.55,Range Breakout Buy
2024.02.01 00:50:30,36.0,XAUUSDc,sell,3.03 / 3.03,0.0,,,2024.02.01 00:50:30,filled,sl 2041.173,2024.02.01 00:50:30,33.0,XAUUSDc,sell,out,3.03,2041.135,0,0.0,-2.19,67.36,sl 2041.173
2024.02.02 00:30:36,37.0,XAUUSDc,buy,4.78 / 4.78,0.0,2055.7,2059.498,2024.02.02 00:30:36,filled,Range Breakout Buy,2024.02.02 00:30:36,34.0,XAUUSDc,buy,in,4.78,2055.985,0,0.0,0.0,67.36,Range Breakout Buy
2024.02.02 00:53:30,38.0,XAUUSDc,sell,4.78 / 4.78,0.0,,,2024.02.02 00:53:30,filled,sl 2055.700,2024.02.02 00:53:30,35.0,XAUUSDc,sell,out,4.78,2055.411,0,0.0,-2.74,64.62,sl 2055.700
2024.02.05 00:03:33,39.0,XAUUSDc,sell,4.25 / 4.25,0.0,2038.379,2034.275,2024.02.05 00:03:33,filled,Range Breakout Sell,2024.02.05 00:03:33,36.0,XAUUSDc,sell,in,4.25,2037.951,0,0.0,0.0,64.62,Range Breakout Sell
2024.02.05 00:04:30,40.0,XAUUSDc,buy,4.25 / 4.25,0.0,,,2024.02.05 00:04:30,filled,sl 2038.379,2024.02.05 00:04:30,37.0,XAUUSDc,buy,out,4.25,2038.469,0,0.0,-2.2,62.42,sl 2038.379
2024.02.06 00:06:34,41.0,XAUUSDc,buy,8.14 / 8.14,0.0,2025.284,2027.354,2024.02.06 00:06:34,filled,Range Breakout Buy,2024.02.06 00:06:34,38.0,XAUUSDc,buy,in,8.14,2025.648,0,0.0,0.0,62.42,Range Breakout Buy
2024.02.06 00:10:30,42.0,XAUUSDc,sell,8.14 / 8.14,0.0,,,2024.02.06 00:10:30,filled,sl 2025.284,2024.02.06 00:10:30,39.0,XAUUSDc,sell,out,8.14,2024.977,0,0.0,-5.46,56.96,sl 2025.284
2024.02.08 00:03:43,43.0,XAUUSDc,buy,12.94 / 12.94,0.0,2036.461,2037.649,2024.02.08 00:03:43,filled,Range Breakout Buy,2024.02.08 00:03:43,40.0,XAUUSDc,buy,in,12.94,2037.015,0,0.0,0.0,56.96,Range Breakout Buy
2024.02.08 01:02:30,44.0,XAUUSDc,sell,12.94 / 12.94,0.0,,,2024.02.08 01:02:30,filled,tp 2037.649,2024.02.08 01:02:30,41.0,XAUUSDc,sell,out,12.94,2037.771,0,0.0,9.78,66.74,tp 2037.649
2024.02.09 00:36:34,45.0,XAUUSDc,sell,4.09 / 4.09,0.0,2033.744,2029.343,2024.02.09 00:36:34,filled,Range Breakout Sell,2024.02.09 00:36:34,42.0,XAUUSDc,sell,in,4.09,2033.489,0,0.0,0.0,66.74,Range Breakout Sell
2024.02.09 00:37:30,46.0,XAUUSDc,buy,4.09 / 4.09,0.0,,,2024.02.09 00:37:30,filled,sl 2033.744,2024.02.09 00:37:30,43.0,XAUUSDc,buy,out,4.09,2033.75,0,0.0,-1.07,65.67,sl 2033.744
