Open Time,Order,Symbol_order,Type_order,Volume_order,Price_order,S / L,T / P,Time_order,State,Comment_order,Time_deal,Deal,Symbol_deal,Type_deal,Direction,Volume_deal,Price_deal,Commission,Swap,Profit,Balance,Comment_deal
2024.02.12 08:21:42,47.0,XAUUSDc,buy,3.39 / 3.39,0.0,2025.941,2031.17,2024.02.12 08:21:42,filled,Range Breakout Buy,2024.02.12 08:21:42,44.0,XAUUSDc,buy,in,3.39,2026.974,0,0.0,0.0,65.67,Range Breakout Buy
2024.02.12 08:35:30,48.0,XAUUSDc,sell,3.39 / 3.39,0.0,,,2024.02.12 08:35:30,filled,sl 2025.941,2024.02.12 08:35:30,45.0,XAUUSDc,sell,out,3.39,2025.767,0,0.0,-4.09,61.58,sl 2025.941
2024.02.14 00:27:41,50.0,XAUUSDc,buy,3.7 / 3.7,0.0,1992.27,1996.752,2024.02.14 00:27:41,filled,Range Breakout Buy,2024.02.14 00:27:41,46.0,XAUUSDc,buy,in,3.7,1992.597,0,0.0,0.0,61.58,Range Breakout Buy
2024.02.14 00:51:30,51.0,XAUUSDc,sell,3.7 / 3.7,0.0,,,2024.02.14 00:51:30,filled,sl 1992.270,2024.02.14 00:51:30,47.0,XAUUSDc,sell,out,3.7,1992.255,0,0.0,-1.27,60.31,sl 1992.270
2024.02.16 01:36:35,52.0,XAUUSDc,buy,3.36 / 3.36,0.0,2003.979,2008.812,2024.02.16 01:36:35,filled,Range Breakout Buy,2024.02.16 01:36:35,48.0,XAUUSDc,buy,in,3.36,2004.198,0,0.0,0.0,60.31,Range Breakout Buy
2024.02.16 01:40:30,53.0,XAUUSDc,sell,3.36 / 3.36,0.0,,,2024.02.16 01:40:30,filled,sl 2003.979,2024.02.16 01:40:30,49.0,XAUUSDc,sell,out,3.36,2003.639,0,0.0,-1.88,58.43,sl 2003.979
2024.02.19 00:27:37,54.0,XAUUSDc,buy,1.42 / 1.42,0.0,2016.745,2027.788,2024.02.19 00:27:37,filled,Range Breakout Buy,2024.02.19 00:27:37,50.0,XAUUSDc,buy,in,1.42,2018.086,0,0.0,0.0,58.43,Range Breakout Buy
2024.02.19 00:38:30,55.0,XAUUSDc,sell,1.42 / 1.42,0.0,,,2024.02.19 00:38:30,filled,sl 2016.745,2024.02.19 00:38:30,51.0,XAUUSDc,sell,out,1.42,2016.635,0,0.0,-2.06,56.37,sl 2016.745
2024.02.20 00:12:38,56.0,XAUUSDc,sell,5.99 / 5.99,0.0,2015.796,2013.258,2024.02.20 00:12:38,filled,Range Breakout Sell,2024.02.20 00:12:38,52.0,XAUUSDc,sell,in,5.99,2015.378,0,0.0,0.0,56.37,Range Breakout Sell
2024.02.20 00:17:30,57.0,XAUUSDc,buy,5.99 / 5.99,0.0,,,2024.02.20 00:17:30,filled,sl 2015.796,2024.02.20 00:17:30,53.0,XAUUSDc,buy,out,5.99,2015.925,0,0.0,-3.28,53.09,sl 2015.796
2024.02.21 00:03:33,58.0,XAUUSDc,sell,2.48 / 2.48,0.0,2023.6,2017.822,2024.02.21 00:03:33,filled,Range Breakout Sell,2024.02.21 00:03:33,54.0,XAUUSDc,sell,in,2.48,2023.38,0,0.0,0.0,53.09,Range Breakout Sell
2024.02.21 00:05:30,59.0,XAUUSDc,buy,2.48 / 2.48,0.0,,,2024.02.21 00:05:30,filled,sl 2023.600,2024.02.21 00:05:30,55.0,XAUUSDc,buy,out,2.48,2023.663,0,0.0,-0.7,52.39,sl 2023.600
2024.02.23 00:27:30,60.0,XAUUSDc,buy,9.13 / 9.13,0.0,2025.604,2027.152,2024.02.23 00:27:30,filled,Range Breakout Buy,2024.02.23 00:27:30,56.0,XAUUSDc,buy,in,9.13,2026.09,0,0.0,0.0,52.39,Range Breakout Buy
2024.02.23 00:34:30,61.0,XAUUSDc,sell,9.13 / 9.13,0.0,,,2024.02.23 00:34:30,filled,sl 2025.604,2024.02.23 00:34:30,57.0,XAUUSDc,sell,out,9.13,2025.543,0,0.0,-4.99,47.4,sl 2025.604
2024.02.26 00:03:33,62.0,XAUUSDc,sell,2.51 / 2.51,0.0,2033.596,2028.511,2024.02.26 00:03:33,filled,Range Breakout Sell,2024.02.26 00:03:33,58.0,XAUUSDc,sell,in,2.51,2032.972,0,0.0,0.0,47.4,Range Breakout Sell
2024.02.26 00:06:30,63.0,XAUUSDc,buy,2.51 / 2.51,0.0,,,2024.02.26 00:06:30,filled,sl 2033.596,2024.02.26 00:06:30,59.0,XAUUSDc,buy,out,2.51,2033.604,0,0.0,-1.59,45.81,sl 2033.596
2024.02.27 00:03:40,64.0,XAUUSDc,buy,3.86 / 3.86,0.0,2031.823,2035.027,2024.02.27 00:03:40,filled,Range Breakout Buy,2024.02.27 00:03:40,60.0,XAUUSDc,buy,in,3.86,2032.193,0,0.0,0.0,45.81,Range Breakout Buy
2024.02.27 00:05:30,65.0,XAUUSDc,sell,3.86 / 3.86,0.0,,,2024.02.27 00:05:30,filled,sl 2031.823,2024.02.27 00:05:30,61.0,XAUUSDc,sell,out,3.86,2031.774,0,0.0,-1.62,44.19,sl 2031.823
2024.03.04 07:45:38,67.0,XAUUSDc,buy,1.31 / 1.31,0.0,2085.692,2094.782,2024.03.04 07:45:38,filled,Range Breakout Buy,2024.03.04 07:45:38,62.0,XAUUSDc,buy,in,1.31,2087.211,0,0.0,0.0,44.19,Range Breakout Buy
2024.03.04 08:18:30,68.0,XAUUSDc,sell,1.31 / 1.31,0.0,,,2024.03.04 08:18:30,filled,sl 2085.692,2024.03.04 08:18:30,63.0,XAUUSDc,sell,out,1.31,2085.628,0,0.0,-2.07,42.12,sl 2085.692
2024.03.05 01:18:36,69.0,XAUUSDc,sell,1.39 / 1.39,0.0,2114.143,2105.962,2024.03.05 01:18:36,filled,Range Breakout Sell,2024.03.05 01:18:36,64.0,XAUUSDc,sell,in,1.39,2113.248,0,0.0,0.0,42.12,Range Breakout Sell
2024.03.05 04:10:30,70.0,XAUUSDc,buy,1.39 / 1.39,0.0,,,2024.03.05 04:10:30,filled,sl 2114.143,2024.03.05 04:10:30,65.0,XAUUSDc,buy,out,1.39,2114.629,0,0.0,-1.92,40.2,sl 2114.143
2024.03.06 07:06:35,71.0,XAUUSDc,buy,1.29 / 1.29,0.0,2127.835,2136.196,2024.03.06 07:06:35,filled,Range Breakout Buy,2024.03.06 07:06:35,66.0,XAUUSDc,buy,in,1.29,2129.288,0,0.0,0.0,40.2,Range Breakout Buy
2024.03.06 08:00:30,72.0,XAUUSDc,sell,1.29 / 1.29,0.0,,,2024.03.06 08:00:30,filled,sl 2127.835,2024.03.06 08:00:30,67.0,XAUUSDc,sell,out,1.29,2127.633,0,0.0,-2.14,38.06,sl 2127.835
2024.03.07 01:15:34,73.0,XAUUSDc,sell,1.23 / 1.23,0.0,2146.742,2138.39,2024.03.07 01:15:34,filled,Range Breakout Sell,2024.03.07 01:15:34,68.0,XAUUSDc,sell,in,1.23,2146.48,0,0.0,0.0,38.06,Range Breakout Sell
2024.03.07 01:38:30,74.0,XAUUSDc,buy,1.23 / 1.23,0.0,,,2024.03.07 01:38:30,filled,sl 2146.742,2024.03.07 01:38:30,69.0,XAUUSDc,buy,out,1.23,2146.971,0,0.0,-0.6,37.46,sl 2146.742
2024.03.08 00:03:39,75.0,XAUUSDc,buy,5.59 / 5.59,0.0,2161.267,2163.076,2024.03.08 00:03:39,filled,Range Breakout Buy,2024.03.08 00:03:39,70.0,XAUUSDc,buy,in,5.59,2161.849,0,0.0,0.0,37.46,Range Breakout Buy
2024.03.08 00:04:30,76.0,XAUUSDc,sell,5.59 / 5.59,0.0,,,2024.03.08 00:04:30,filled,sl 2161.267,2024.03.08 00:04:30,71.0,XAUUSDc,sell,out,5.59,2160.903,0,0.0,-5.29,32.17,sl 2161.267
2024.03.11 00:39:47,77.0,XAUUSDc,buy,1.64 / 1.64,0.0,2183.876,2189.168,2024.03.11 00:39:47,filled,Range Breakout Buy,2024.03.11 00:39:47,72.0,XAUUSDc,buy,in,1.64,2184.669,0,0.0,0.0,32.17,Range Breakout Buy
2024.03.11 01:04:30,78.0,XAUUSDc,sell,1.64 / 1.64,0.0,,,2024.03.11 01:04:30,filled,sl 2183.876,2024.03.11 01:04:30,73.0,XAUUSDc,sell,out,1.64,2183.416,0,0.0,-2.06,30.11,sl 2183.876
2024.03.12 00:57:38,79.0,XAUUSDc,sell,2.23 / 2.23,0.0,2180.771,2177.135,2024.03.12 00:57:38,filled,Range Breakout Sell,2024.03.12 00:57:38,74.0,XAUUSDc,sell,in,2.23,2180.547,0,0.0,0.0,30.11,Range Breakout Sell
2024.03.12 00:58:30,80.0,XAUUSDc,buy,2.23 / 2.23,0.0,,,2024.03.12 00:58:30,filled,sl 2180.771,2024.03.12 00:58:30,75.0,XAUUSDc,buy,out,2.23,2180.924,0,0.0,-0.84,29.27,sl 2180.771
2024.03.13 02:48:32,81.0,XAUUSDc,buy,1.79 / 1.79,0.0,2160.743,2165.153,2024.03.13 02:48:32,filled,Range Breakout Buy,2024.03.13 02:48:32,76.0,XAUUSDc,buy,in,1.79,2161.477,0,0.0,0.0,29.27,Range Breakout Buy
2024.03.13 02:55:30,82.0,XAUUSDc,sell,1.79 / 1.79,0.0,,,2024.03.13 02:55:30,filled,sl 2160.743,2024.03.13 02:55:30,77.0,XAUUSDc,sell,out,1.79,2160.476,0,0.0,-1.79,27.48,sl 2160.743
2024.03.14 00:57:30,83.0,XAUUSDc,buy,1.43 / 1.43,0.0,2175.898,2181.055,2024.03.14 00:57:30,filled,Range Breakout Buy,2024.03.14 00:57:30,78.0,XAUUSDc,buy,in,1.43,2176.643,0,0.0,0.0,27.48,Range Breakout Buy
2024.03.14 01:11:30,84.0,XAUUSDc,sell,1.43 / 1.43,0.0,,,2024.03.14 01:11:30,filled,sl 2175.898,2024.03.14 01:11:30,79.0,XAUUSDc,sell,out,1.43,2175.21,0,0.0,-2.05,25.43,sl 2175.898
2024.03.15 00:42:34,85.0,XAUUSDc,buy,1.36 / 1.36,0.0,2161.697,2166.719,2024.03.15 00:42:34,filled,Range Breakout Buy,2024.03.15 00:42:34,80.0,XAUUSDc,buy,in,1.36,2162.258,0,0.0,0.0,25.43,Range Breakout Buy
2024.03.15 05:43:30,86.0,XAUUSDc,sell,1.36 / 1.36,0.0,,,2024.03.15 05:43:30,filled,tp 2166.719,2024.03.15 05:43:30,81.0,XAUUSDc,sell,out,1.36,2166.89,0,0.0,6.3,31.73,tp 2166.719
2024.03.18 01:09:38,87.0,XAUUSDc,sell,1.9 / 1.9,0.0,2154.376,2149.876,2024.03.18 01:09:38,filled,Range Breakout Sell,2024.03.18 01:09:38,82.0,XAUUSDc,sell,in,1.9,2153.584,0,0.0,0.0,31.73,Range Breakout Sell
2024.03.18 02:45:30,88.0,XAUUSDc,buy,1.9 / 1.9,0.0,,,2024.03.18 02:45:30,filled,tp 2149.876,2024.03.18 02:45:30,83.0,XAUUSDc,buy,out,1.9,2148.709,0,0.0,9.26,40.99,tp 2149.876
2024.03.19 00:03:31,89.0,XAUUSDc,buy,1.33 / 1.33,0.0,2161.781,2170.079,2024.03.19 00:03:31,filled,Range Breakout Buy,2024.03.19 00:03:31,84.0,XAUUSDc,buy,in,1.33,2162.49,0,0.0,0.0,40.99,Range Breakout Buy
2024.03.19 00:10:30,90.0,XAUUSDc,sell,1.33 / 1.33,0.0,,,2024.03.19 00:10:30,filled,sl 2161.781,2024.03.19 00:10:30,85.0,XAUUSDc,sell,out,1.33,2161.723,0,0.0,-1.02,39.97,sl 2161.781
2024.03.20 01:24:36,91.0,XAUUSDc,buy,1.47 / 1.47,0.0,2158.904,2166.203,2024.03.20 01:24:36,filled,Range Breakout Buy,2024.03.20 01:24:36,86.0,XAUUSDc,buy,in,1.47,2159.864,0,0.0,0.0,39.97,Range Breakout Buy
2024.03.20 01:33:30,92.0,XAUUSDc,sell,1.47 / 1.47,0.0,,,2024.03.20 01:33:30,filled,sl 2158.904,2024.03.20 01:33:30,87.0,XAUUSDc,sell,out,1.47,2158.426,0,0.0,-2.11,37.86,sl 2158.904
2024.03.21 14:06:35,93.0,XAUUSDc,sell,0.43 / 0.43,0.0,2188.094,2164.451,2024.03.21 14:06:35,filled,Range Breakout Sell,2024.03.21 14:06:35,88.0,XAUUSDc,sell,in,0.43,2183.554,0,0.0,0.0,37.86,Range Breakout Sell
2024.03.22 00:15:37,94.0,XAUUSDc,buy,4.41 / 4.41,0.0,2182.308,2184.621,2024.03.22 00:15:37,filled,Range Breakout Buy,2024.03.22 00:15:37,89.0,XAUUSDc,buy,in,4.41,2183.248,0,0.0,0.0,37.86,Range Breakout Buy
2024.03.22 00:34:30,95.0,XAUUSDc,sell,4.41 / 4.41,0.0,,,2024.03.22 00:34:30,filled,tp 2184.621,2024.03.22 00:34:30,90.0,XAUUSDc,sell,out,4.41,2184.909,0,0.0,7.33,45.19,tp 2184.621
2024.03.22 07:21:30,96.0,XAUUSDc,buy,0.43 / 0.43,0.0,,,2024.03.22 07:21:30,filled,tp 2164.451,2024.03.22 07:21:30,91.0,XAUUSDc,buy,out,0.43,2164.437,0,0.0,8.22,53.41,tp 2164.451
2024.03.25 00:03:33,97.0,XAUUSDc,buy,2.46 / 2.46,0.0,2168.473,2174.323,2024.03.25 00:03:33,filled,Range Breakout Buy,2024.03.25 00:03:33,92.0,XAUUSDc,buy,in,2.46,2168.908,0,0.0,0.0,53.41,Range Breakout Buy
2024.03.25 00:09:30,98.0,XAUUSDc,sell,2.46 / 2.46,0.0,,,2024.03.25 00:09:30,filled,sl 2168.473,2024.03.25 00:09:30,93.0,XAUUSDc,sell,out,2.46,2168.032,0,0.0,-2.16,51.25,sl 2168.473
2024.03.26 00:03:35,99.0,XAUUSDc,buy,2.84 / 2.84,0.0,2172.704,2177.573,2024.03.26 00:03:35,filled,Range Breakout Buy,2024.03.26 00:03:35,94.0,XAUUSDc,buy,in,2.84,2173.194,0,0.0,0.0,51.25,Range Breakout Buy
2024.03.26 00:07:30,100.0,XAUUSDc,sell,2.84 / 2.84,0.0,,,2024.03.26 00:07:30,filled,sl 2172.704,2024.03.26 00:07:30,95.0,XAUUSDc,sell,out,2.84,2172.606,0,0.0,-1.67,49.58,sl 2172.704
2024.03.28 00:03:32,101.0,XAUUSDc,sell,0.88 / 0.88,0.0,2190.297,2175.195,2024.03.28 00:03:32,filled,Range Breakout Sell,2024.03.28 00:03:32,96.0,XAUUSDc,sell,in,0.88,2187.914,0,0.0,0.0,49.58,Range Breakout Sell
2024.03.28 00:32:30,102.0,XAUUSDc,buy,0.88 / 0.88,0.0,,,2024.03.28 00:32:30,filled,sl 2190.297,2024.03.28 00:32:30,97.0,XAUUSDc,buy,out,0.88,2190.464,0,0.0,-2.24,47.34,sl 2190.297
2024.04.01 00:09:37,103.0,XAUUSDc,buy,0.64 / 0.64,0.0,2245.926,2265.744,2024.04.01 00:09:37,filled,Range Breakout Buy,2024.04.01 00:09:37,98.0,XAUUSDc,buy,in,0.64,2248.717,0,0.0,0.0,47.34,Range Breakout Buy
2024.04.01 12:05:30,104.0,XAUUSDc,sell,0.64 / 0.64,0.0,,,2024.04.01 12:05:30,filled,sl 2245.926,2024.04.01 12:05:30,99.0,XAUUSDc,sell,out,0.64,2245.593,0,0.0,-2.0,45.34,sl 2245.926
2024.04.02 04:45:32,105.0,XAUUSDc,buy,0.88 / 0.88,0.0,2255.036,2268.806,2024.04.02 04:45:32,filled,Range Breakout Buy,2024.04.02 04:45:32,100.0,XAUUSDc,buy,in,0.88,2257.451,0,0.0,0.0,45.34,Range Breakout Buy
2024.04.02 05:16:30,106.0,XAUUSDc,sell,0.88 / 0.88,0.0,,,2024.04.02 05:16:30,filled,sl 2255.036,2024.04.02 05:16:30,101.0,XAUUSDc,sell,out,0.88,2254.844,0,0.0,-2.29,43.05,sl 2255.036
2024.04.03 01:12:35,107.0,XAUUSDc,sell,1.47 / 1.47,0.0,2278.85,2270.984,2024.04.03 01:12:35,filled,Range Breakout Sell,2024.04.03 01:12:35,102.0,XAUUSDc,sell,in,1.47,2277.669,0,0.0,0.0,43.05,Range Breakout Sell
2024.04.03 01:16:30,108.0,XAUUSDc,buy,1.47 / 1.47,0.0,,,2024.04.03 01:16:30,filled,sl 2278.850,2024.04.03 01:16:30,103.0,XAUUSDc,buy,out,1.47,2278.956,0,0.0,-1.89,41.16,sl 2278.850
2024.04.04 00:57:35,109.0,XAUUSDc,buy,0.62 / 0.62,0.0,2300.351,2318.162,2024.04.04 00:57:35,filled,Range Breakout Buy,2024.04.04 00:57:35,104.0,XAUUSDc,buy,in,0.62,2302.363,0,0.0,0.0,41.16,Range Breakout Buy
2024.04.04 01:05:30,110.0,XAUUSDc,sell,0.62 / 0.62,0.0,,,2024.04.04 01:05:30,filled,sl 2300.351,2024.04.04 01:05:30,105.0,XAUUSDc,sell,out,0.62,2300.278,0,0.0,-1.29,39.87,sl 2300.351
2024.04.05 00:15:38,111.0,XAUUSDc,sell,1.44 / 1.44,0.0,2288.853,2281.401,2024.04.05 00:15:38,filled,Range Breakout Sell,2024.04.05 00:15:38,106.0,XAUUSDc,sell,in,1.44,2288.317,0,0.0,0.0,39.87,Range Breakout Sell
2024.04.05 00:16:30,112.0,XAUUSDc,buy,1.44 / 1.44,0.0,,,2024.04.05 00:16:30,filled,sl 2288.853,2024.04.05 00:16:30,107.0,XAUUSDc,buy,out,1.44,2288.916,0,0.0,-0.86,39.01,sl 2288.853
2024.04.08 01:03:33,113.0,XAUUSDc,sell,0.45 / 0.45,0.0,2306.23,2283.055,2024.04.08 01:03:33,filled,Range Breakout Sell,2024.04.08 01:03:33,108.0,XAUUSDc,sell,in,0.45,2302.891,0,0.0,0.0,39.01,Range Breakout Sell
2024.04.08 01:07:30,114.0,XAUUSDc,buy,0.45 / 0.45,0.0,,,2024.04.08 01:07:30,filled,sl 2306.230,2024.04.08 01:07:30,109.0,XAUUSDc,buy,out,0.45,2306.63,0,0.0,-1.68,37.33,sl 2306.230
2024.04.10 01:03:35,115.0,XAUUSDc,sell,0.49 / 0.49,0.0,2350.958,2330.726,2024.04.10 01:03:35,filled,Range Breakout Sell,2024.04.10 01:03:35,110.0,XAUUSDc,sell,in,0.49,2349.85,0,0.0,0.0,37.33,Range Breakout Sell
2024.04.10 02:31:30,116.0,XAUUSDc,buy,0.49 / 0.49,0.0,,,2024.04.10 02:31:30,filled,sl 2350.958,2024.04.10 02:31:30,111.0,XAUUSDc,buy,out,0.49,2351.084,0,0.0,-0.6,36.73,sl 2350.958
2024.04.11 01:09:32,117.0,XAUUSDc,buy,1.41 / 1.41,0.0,2337.475,2344.504,2024.04.11 01:09:32,filled,Range Breakout Buy,2024.04.11 01:09:32,112.0,XAUUSDc,buy,in,1.41,2339.778,0,0.0,0.0,36.73,Range Breakout Buy
2024.04.11 02:49:30,118.0,XAUUSDc,sell,1.41 / 1.41,0.0,,,2024.04.11 02:49:30,filled,tp 2344.504,2024.04.11 02:49:30,113.0,XAUUSDc,sell,out,1.41,2344.667,0,0.0,6.89,43.62,tp 2344.504
2024.04.12 01:03:05,119.0,XAUUSDc,buy,0.24 / 0.24,0.0,2378.667,2426.799,2024.04.12 01:03:05,filled,Range Breakout Buy,2024.04.12 01:03:05,114.0,XAUUSDc,buy,in,0.24,2384.541,0,0.0,0.0,43.62,Range Breakout Buy
2024.04.12 14:58:27,120.0,XAUUSDc,sell,0.24 / 0.24,0.0,,,2024.04.12 14:58:27,filled,tp 2426.799,2024.04.12 14:58:27,115.0,XAUUSDc,sell,out,0.24,2426.804,0,0.0,10.14,53.76,tp 2426.799
2024.04.16 15:09:04,121.0,XAUUSDc,buy,0.31 / 0.31,0.0,2387.495,2433.674,2024.04.16 15:09:04,filled,Range Breakout Buy,2024.04.16 15:09:04,116.0,XAUUSDc,buy,in,0.31,2392.944,0,0.0,0.0,53.76,Range Breakout Buy
2024.04.16 15:12:36,122.0,XAUUSDc,sell,0.31 / 0.31,0.0,,,2024.04.16 15:12:36,filled,sl 2387.495,2024.04.16 15:12:36,117.0,XAUUSDc,sell,out,0.31,2387.493,0,0.0,-1.69,52.07,sl 2387.495
2024.04.17 00:03:02,123.0,XAUUSDc,sell,0.71 / 0.71,0.0,2383.399,2363.626,2024.04.17 00:03:02,filled,Range Breakout Sell,2024.04.17 00:03:02,118.0,XAUUSDc,sell,in,0.71,2381.164,0,0.0,0.0,52.07,Range Breakout Sell
2024.04.17 00:19:38,124.0,XAUUSDc,buy,0.71 / 0.71,0.0,,,2024.04.17 00:19:38,filled,sl 2383.399,2024.04.17 00:19:38,119.0,XAUUSDc,buy,out,0.71,2383.421,0,0.0,-1.6,50.47,sl 2383.399
2024.04.18 00:03:05,125.0,XAUUSDc,buy,0.84 / 0.84,0.0,2367.837,2383.956,2024.04.18 00:03:05,filled,Range Breakout Buy,2024.04.18 00:03:05,120.0,XAUUSDc,buy,in,0.84,2369.61,0,0.0,0.0,50.47,Range Breakout Buy
2024.04.18 00:09:30,126.0,XAUUSDc,sell,0.84 / 0.84,0.0,,,2024.04.18 00:09:30,filled,sl 2367.837,2024.04.18 00:09:30,121.0,XAUUSDc,sell,out,0.84,2367.829,0,0.0,-1.5,48.97,sl 2367.837
2024.04.19 00:06:07,127.0,XAUUSDc,sell,0.79 / 0.79,0.0,2379.029,2362.37,2024.04.19 00:06:07,filled,Range Breakout Sell,2024.04.19 00:06:07,122.0,XAUUSDc,sell,in,0.79,2377.041,0,0.0,0.0,48.97,Range Breakout Sell
2024.04.19 00:58:30,128.0,XAUUSDc,buy,0.79 / 0.79,0.0,,,2024.04.19 00:58:30,filled,sl 2379.029,2024.04.19 00:58:30,123.0,XAUUSDc,buy,out,0.79,2379.051,0,0.0,-1.59,47.38,sl 2379.029
2024.04.23 01:09:02,129.0,XAUUSDc,buy,1.11 / 1.11,0.0,2332.673,2344.193,2024.04.23 01:09:02,filled,Range Breakout Buy,2024.04.23 01:09:02,124.0,XAUUSDc,buy,in,1.11,2334.201,0,0.0,0.0,47.38,Range Breakout Buy
2024.04.23 01:21:41,130.0,XAUUSDc,sell,1.11 / 1.11,0.0,,,2024.04.23 01:21:41,filled,sl 2332.673,2024.04.23 01:21:41,125.0,XAUUSDc,sell,out,1.11,2332.653,0,0.0,-1.72,45.66,sl 2332.673
2024.04.24 03:21:00,131.0,XAUUSDc,buy,0.82 / 0.82,0.0,2323.504,2338.444,2024.04.24 03:21:00,filled,Range Breakout Buy,2024.04.24 03:21:00,126.0,XAUUSDc,buy,in,0.82,2325.336,0,0.0,0.0,45.66,Range Breakout Buy
2024.04.24 07:05:03,132.0,XAUUSDc,sell,0.82 / 0.82,0.0,,,2024.04.24 07:05:03,filled,sl 2323.504,2024.04.24 07:05:03,127.0,XAUUSDc,sell,out,0.82,2323.503,0,0.0,-1.5,44.16,sl 2323.504
2024.04.25 03:12:01,133.0,XAUUSDc,sell,0.23 / 0.23,0.0,2318.705,2268.818,2024.04.25 03:12:01,filled,Range Breakout Sell,2024.04.25 03:12:01,128.0,XAUUSDc,sell,in,0.23,2313.219,0,0.0,0.0,44.16,Range Breakout Sell
2024.04.25 05:36:37,134.0,XAUUSDc,buy,0.23 / 0.23,0.0,,,2024.04.25 05:36:37,filled,sl 2318.705,2024.04.25 05:36:37,129.0,XAUUSDc,buy,out,0.23,2318.714,0,0.0,-1.26,42.9,sl 2318.705
2024.04.26 00:18:03,135.0,XAUUSDc,sell,1.28 / 1.28,0.0,2330.814,2321.823,2024.04.26 00:18:03,filled,Range Breakout Sell,2024.04.26 00:18:03,130.0,XAUUSDc,sell,in,1.28,2329.799,0,0.0,0.0,42.9,Range Breakout Sell
2024.04.26 01:32:14,136.0,XAUUSDc,buy,1.28 / 1.28,0.0,,,2024.04.26 01:32:14,filled,sl 2330.814,2024.04.26 01:32:14,131.0,XAUUSDc,buy,out,1.28,2330.833,0,0.0,-1.32,41.58,sl 2330.814
2024.04.29 00:45:04,137.0,XAUUSDc,sell,1.55 / 1.55,0.0,2332.994,2325.767,2024.04.29 00:45:04,filled,Range Breakout Sell,2024.04.29 00:45:04,132.0,XAUUSDc,sell,in,1.55,2332.049,0,0.0,0.0,41.58,Range Breakout Sell
2024.04.29 01:00:37,138.0,XAUUSDc,buy,1.55 / 1.55,0.0,,,2024.04.29 01:00:37,filled,tp 2325.767,2024.04.29 01:00:37,133.0,XAUUSDc,buy,out,1.55,2325.767,0,0.0,9.74,51.32,tp 2325.767
2024.04.30 00:03:00,139.0,XAUUSDc,sell,1.15 / 1.15,0.0,2333.218,2321.221,2024.04.30 00:03:00,filled,Range Breakout Sell,2024.04.30 00:03:00,134.0,XAUUSDc,sell,in,1.15,2331.882,0,0.0,0.0,51.32,Range Breakout Sell
2024.04.30 00:06:36,140.0,XAUUSDc,buy,1.15 / 1.15,0.0,,,2024.04.30 00:06:36,filled,sl 2333.218,2024.04.30 00:06:36,135.0,XAUUSDc,buy,out,1.15,2333.243,0,0.0,-1.57,49.75,sl 2333.218
2024.05.01 00:51:16,141.0,XAUUSDc,sell,1.15 / 1.15,0.0,2288.222,2276.639,2024.05.01 00:51:16,filled,Range Breakout Sell,2024.05.01 00:51:16,136.0,XAUUSDc,sell,in,1.15,2285.76,0,0.0,0.0,49.75,Range Breakout Sell
2024.05.01 00:52:29,142.0,XAUUSDc,buy,1.15 / 1.15,0.0,,,2024.05.01 00:52:29,filled,sl 2288.222,2024.05.01 00:52:29,137.0,XAUUSDc,buy,out,1.15,2288.225,0,0.0,-2.84,46.91,sl 2288.222
2024.05.02 00:06:02,143.0,XAUUSDc,buy,1.3 / 1.3,0.0,2324.289,2334.009,2024.05.02 00:06:02,filled,Range Breakout Buy,2024.05.02 00:06:02,138.0,XAUUSDc,buy,in,1.3,2325.636,0,0.0,0.0,46.91,Range Breakout Buy
2024.05.02 00:06:35,144.0,XAUUSDc,sell,1.3 / 1.3,0.0,,,2024.05.02 00:06:35,filled,sl 2324.289,2024.05.02 00:06:35,139.0,XAUUSDc,sell,out,1.3,2324.272,0,0.0,-1.77,45.14,sl 2324.289
2024.05.03 01:06:00,145.0,XAUUSDc,buy,1.02 / 1.02,0.0,2304.217,2316.052,2024.05.03 01:06:00,filled,Range Breakout Buy,2024.05.03 01:06:00,140.0,XAUUSDc,buy,in,1.02,2305.69,0,0.0,0.0,45.14,Range Breakout Buy
2024.05.03 01:12:25,146.0,XAUUSDc,sell,1.02 / 1.02,0.0,,,2024.05.03 01:12:25,filled,sl 2304.217,2024.05.03 01:12:25,141.0,XAUUSDc,sell,out,1.02,2304.206,0,0.0,-1.51,43.63,sl 2304.217
2024.05.06 00:18:02,147.0,XAUUSDc,sell,0.52 / 0.52,0.0,2294.96,2272.667,2024.05.06 00:18:02,filled,Range Breakout Sell,2024.05.06 00:18:02,142.0,XAUUSDc,sell,in,0.52,2292.315,0,0.0,0.0,43.63,Range Breakout Sell
2024.05.06 00:38:34,148.0,XAUUSDc,buy,0.52 / 0.52,0.0,,,2024.05.06 00:38:34,filled,sl 2294.960,2024.05.06 00:38:34,143.0,XAUUSDc,buy,out,0.52,2294.986,0,0.0,-1.39,42.24,sl 2294.960
2024.05.07 02:12:05,149.0,XAUUSDc,sell,0.9 / 0.9,0.0,2323.354,2310.808,2024.05.07 02:12:05,filled,Range Breakout Sell,2024.05.07 02:12:05,144.0,XAUUSDc,sell,in,0.9,2322.061,0,0.0,0.0,42.24,Range Breakout Sell
2024.05.07 02:29:25,150.0,XAUUSDc,buy,0.9 / 0.9,0.0,,,2024.05.07 02:29:25,filled,sl 2323.354,2024.05.07 02:29:25,145.0,XAUUSDc,buy,out,0.9,2323.354,0,0.0,-1.16,41.08,sl 2323.354
