Open Time,Order,Symbol_order,Type_order,Volume_order,Price_order,S / L,T / P,Time_order,State,Comment_order,Time_deal,Deal,Symbol_deal,Type_deal,Direction,Volume_deal,Price_deal,Commission,Swap,Profit,Balance,Comment_deal,Profitable Trade,Unprofitable Trade,rolling_profitable_trade,rolling_unprofitable_trade,rolling_winrate,rolling_gross_profit,rolling_gross_loss,rolling_net,rolling_profit_factor,rolling_balance_drawdown_absolute,rolling_balance_drawdown_maximal,rolling_balance_drawdown_relative,rolling_total_deals,rolling_win_count,rolling_lose_count,rolling_total_trades,rolling_average_profit,rolling_average_loss,rolling_expected_payoff,rolling_LR_correlation,rolling_long_trades_won,rolling_short_trades_won,rolling_largest_profit_trade,rolling_largest_loss_trade,rolling_maximum_consecutive_wins,rolling_maximum_consecutive_loses,rolling_maximal_consecutive_profit,rolling_maximal_consecutive_loss,rolling_average_consecutive_wins,rolling_average_consecutive_loses
2024.01.10 01:15:31,12.0,XAUUSDc,sell,4.1 / 4.1,0.0,2028.842,2022.686,2024.01.10 01:15:31,filled,Range Breakout Sell,2024.01.10 01:15:31,12.0,XAUUSDc,sell,in,4.1,2027.327,0,0.0,0.0,93.7,Range Breakout Sell,0,0,1,4,0.2,16.03,-22.33,-6.299999999999997,0.7178683385579938,22.33,22.33,22.33,11,1,4,5,16.03,-5.5825,-1.2599999999999993,-0.5218705296817017,0,1,16.03,-8.74,1.0,4.0,16.03,-22.33,1.0,4.0
2024.01.10 01:21:30,13.0,XAUUSDc,buy,4.1 / 4.1,0.0,,,2024.01.10 01:21:30,filled,sl 2028.842,2024.01.10 01:21:30,13.0,XAUUSDc,buy,out,4.1,2029.097,0,0.0,-7.26,86.44,sl 2028.842,0,1,1,5,0.16666666666666666,16.03,-29.589999999999996,-13.559999999999997,0.5417370733355864,22.33,22.33,22.33,12,1,5,6,16.03,-5.917999999999999,-2.2599999999999993,-0.5214174794138561,0,1,16.03,-8.74,1.0,4.0,16.03,-22.33,1.0,2.5
2024.01.11 00:06:32,14.0,XAUUSDc,buy,10.45 / 10.45,0.0,2027.239,2029.471,2024.01.11 00:06:32,filled,Range Breakout Buy,2024.01.11 00:06:32,14.0,XAUUSDc,buy,in,10.45,2027.719,0,0.0,0.0,86.44,Range Breakout Buy,0,0,1,5,0.16666666666666666,16.03,-29.589999999999996,-13.559999999999997,0.5417370733355864,22.33,22.33,22.33,13,1,5,6,16.03,-5.917999999999999,-2.2599999999999993,-0.5183639251816985,0,1,16.03,-8.74,1.0,4.0,16.03,-22.33,1.0,2.5
2024.01.11 00:09:30,15.0,XAUUSDc,sell,10.45 / 10.45,0.0,,,2024.01.11 00:09:30,filled,sl 2027.239,2024.01.11 00:09:30,15.0,XAUUSDc,sell,out,10.45,2027.047,0,0.0,-7.02,79.42,sl 2027.239,0,1,1,6,0.14285714285714285,16.03,-36.61,-20.58,0.43785850860420655,22.33,22.33,22.33,14,1,6,7,16.03,-6.101666666666667,-2.94,-0.5982927950367906,0,1,16.03,-8.74,1.0,4.0,16.03,-22.33,1.0,3.0
2024.01.16 00:27:33,17.0,XAUUSDc,sell,4.23 / 4.23,0.0,2053.648,2048.581,2024.01.16 00:27:33,filled,Range Breakout Sell,2024.01.16 00:27:33,16.0,XAUUSDc,sell,in,4.23,2052.819,0,0.0,0.0,79.42,Range Breakout Sell,0,0,1,6,0.14285714285714285,16.03,-36.61,-20.58,0.43785850860420655,22.33,22.33,22.33,15,1,6,7,16.03,-6.101666666666667,-2.94,-0.6524566761442007,0,1,16.03,-8.74,1.0,4.0,16.03,-22.33,1.0,3.0
2024.01.16 05:22:30,18.0,XAUUSDc,buy,4.23 / 4.23,0.0,,,2024.01.16 05:22:30,filled,tp 2048.581,2024.01.16 05:22:30,17.0,XAUUSDc,buy,out,4.23,2048.564,0,0.0,18.0,97.42,tp 2048.581,1,0,2,6,0.25,34.03,-36.61,-2.5799999999999983,0.9295274515159793,22.33,22.33,22.33,16,2,6,8,17.015,-6.101666666666667,-0.3224999999999998,-0.4265113084092379,1,1,18.0,-8.74,1.0,4.0,18.0,-22.33,1.0,3.0
2024.01.17 00:12:31,19.0,XAUUSDc,sell,6.58 / 6.58,0.0,2026.439,2022.443,2024.01.17 00:12:31,filled,Range Breakout Sell,2024.01.17 00:12:31,18.0,XAUUSDc,sell,in,6.58,2025.938,0,0.0,0.0,97.42,Range Breakout Sell,0,0,2,6,0.25,34.03,-36.61,-2.5799999999999983,0.9295274515159793,22.33,22.33,22.33,17,2,6,8,17.015,-6.101666666666667,-0.3224999999999998,-0.25533310621753114,1,1,18.0,-8.74,1.0,4.0,18.0,-22.33,1.0,3.0
2024.01.17 00:20:30,20.0,XAUUSDc,buy,6.58 / 6.58,0.0,,,2024.01.17 00:20:30,filled,sl 2026.439,2024.01.17 00:20:30,19.0,XAUUSDc,buy,out,6.58,2026.751,0,0.0,-5.35,92.07,sl 2026.439,0,1,2,7,0.2222222222222222,34.03,-41.96,-7.929999999999998,0.8110104861773118,22.33,22.33,22.33,18,2,7,9,17.015,-5.994285714285715,-0.8811111111111108,-0.19528634637666192,1,1,18.0,-8.74,1.0,4.0,18.0,-22.33,1.0,2.3333333333333335
2024.01.19 00:21:31,22.0,XAUUSDc,buy,3.5 / 3.5,0.0,2023.458,2030.559,2024.01.19 00:21:31,filled,Range Breakout Buy,2024.01.19 00:21:31,20.0,XAUUSDc,buy,in,3.5,2024.023,0,0.0,0.0,92.07,Range Breakout Buy,0,0,2,7,0.2222222222222222,34.03,-41.96,-7.929999999999998,0.8110104861773118,22.33,22.33,22.33,19,2,7,9,17.015,-5.994285714285715,-0.8811111111111108,-0.14446653341668247,1,1,18.0,-8.74,1.0,4.0,18.0,-22.33,1.0,2.3333333333333335
2024.01.19 00:36:30,23.0,XAUUSDc,sell,3.5 / 3.5,0.0,,,2024.01.19 00:36:30,filled,sl 2023.458,2024.01.19 00:36:30,21.0,XAUUSDc,sell,out,3.5,2023.446,0,0.0,-2.02,90.05,sl 2023.458,0,1,2,8,0.2,34.03,-43.980000000000004,-9.949999999999998,0.7737608003638017,22.33,22.33,22.33,20,2,8,10,17.015,-5.4975000000000005,-0.9949999999999998,-0.12636252490359107,1,1,18.0,-8.74,1.0,4.0,18.0,-22.33,1.0,2.6666666666666665
2024.01.24 07:45:33,25.0,XAUUSDc,buy,1.15 / 1.15,0.0,2028.856,2049.871,2024.01.24 07:45:33,filled,Range Breakout Buy,2024.01.24 07:45:33,22.0,XAUUSDc,buy,in,1.15,2030.615,0,0.0,0.0,90.05,Range Breakout Buy,0,0,2,8,0.2,34.03,-43.980000000000004,-9.949999999999998,0.7737608003638017,22.33,22.33,22.33,21,2,8,10,17.015,-5.4975000000000005,-0.9949999999999998,-0.11057052464874845,1,1,18.0,-8.74,1.0,4.0,18.0,-22.33,1.0,2.6666666666666665
2024.01.24 08:18:30,26.0,XAUUSDc,sell,1.15 / 1.15,0.0,,,2024.01.24 08:18:30,filled,sl 2028.856,2024.01.24 08:18:30,23.0,XAUUSDc,sell,out,1.15,2028.57,0,0.0,-2.35,87.7,sl 2028.856,0,1,2,9,0.18181818181818182,34.03,-46.330000000000005,-12.299999999999997,0.7345132743362831,22.33,22.33,22.33,22,2,9,11,17.015,-5.147777777777779,-1.118181818181818,-0.12424712798002814,1,1,18.0,-8.74,1.0,4.0,18.0,-22.33,1.0,3.0
2024.01.25 07:33:36,27.0,XAUUSDc,buy,13.28 / 13.28,0.0,2017.272,2019.054,2024.01.25 07:33:36,filled,Range Breakout Buy,2024.01.25 07:33:36,24.0,XAUUSDc,buy,in,13.28,2017.565,0,0.0,0.0,87.7,Range Breakout Buy,0,0,2,9,0.18181818181818182,34.03,-46.330000000000005,-12.299999999999997,0.7345132743362831,22.33,22.33,22.33,23,2,9,11,17.015,-5.147777777777779,-1.118181818181818,-0.1359489073916659,1,1,18.0,-8.74,1.0,4.0,18.0,-22.33,1.0,3.0
2024.01.25 07:34:30,28.0,XAUUSDc,sell,13.28 / 13.28,0.0,,,2024.01.25 07:34:30,filled,sl 2017.272,2024.01.25 07:34:30,25.0,XAUUSDc,sell,out,13.28,2017.134,0,0.0,-5.72,81.98,sl 2017.272,0,1,2,10,0.16666666666666666,34.03,-52.050000000000004,-18.019999999999996,0.6537944284341979,22.33,22.33,22.33,24,2,10,12,17.015,-5.205,-1.5016666666666663,-0.2050242109940328,1,1,18.0,-8.74,1.0,4.0,18.0,-22.33,1.0,3.3333333333333335
