Open Time,Order,Symbol_order,Type_order,Volume_order,Price_order,S / L,T / P,Time_order,State,Comment_order,Time_deal,Deal,Symbol_deal,Type_deal,Direction,Volume_deal,Price_deal,Commission,Swap,Profit,Balance,Comment_deal,rolling_Expectancy_Expectancy,rolling_GPR_GainToPainRatio,rolling_CAGR_CompoundAnnualGrowthRate,rolling_Martin_MartinRatio,rolling_Sterling_SterlingRatio,rolling_Burke_BurkeRatio,rolling_RoR_RiskOfRuin,rolling_DSR_DeflatedSharpeRatio,rolling_PainIndex_PainIndex,rolling_PainRatio_PainRatio,rolling_Lake_LakeRatio,rolling_OWLR_OutlierWinLossRatio,rolling_PI_ProfitabilityIndex
2024.01.10 01:15:31,12.0,XAUUSDc,sell,4.1 / 4.1,0.0,2028.842,2022.686,2024.01.10 01:15:31,filled,Range Breakout Sell,2024-01-10 01:15:31,12.0,XAUUSDc,sell,in,4.1,2027.327,0,0.0,0.0,93.7,Range Breakout Sell,-0.5727272727272724,0.7178683385579938,-0.9485870250247338,-7.738217019487612,-4.248038625278701,-2.3331602181802444,1.0,0.4473296781283873,0.10099999999999999,-9.391950742819148,-17.634920634920643,1.834096109839817,0.7178683385579938
2024.01.10 01:21:30,13.0,XAUUSDc,buy,4.1 / 4.1,0.0,,,2024.01.10 01:21:30,filled,sl 2028.842,2024-01-10 01:21:30,13.0,XAUUSDc,buy,out,4.1,2029.097,0,0.0,-7.26,86.44,sl 2028.842,-1.1299999999999997,0.5417370733355864,-0.9986964607775154,-8.072125881136149,-4.4724427262763795,-2.33022202520325,1.0,0.3583036504568924,0.10388333333333333,-9.613635110965976,-9.19321533923304,1.834096109839817,0.5417370733355864
2024.01.11 00:06:32,14.0,XAUUSDc,buy,10.45 / 10.45,0.0,2027.239,2029.471,2024.01.11 00:06:32,filled,Range Breakout Buy,2024-01-11 00:06:32,14.0,XAUUSDc,buy,in,10.45,2027.719,0,0.0,0.0,86.44,Range Breakout Buy,-1.0430769230769228,0.5417370733355864,-0.9973677841847488,-7.999708013114112,-4.46649254001231,-2.218719802309468,1.0,0.35701969956434354,0.10632307692307691,-9.380539136450395,-10.19321533923304,1.834096109839817,0.5417370733355864
2024.01.11 00:09:30,15.0,XAUUSDc,sell,10.45 / 10.45,0.0,,,2024.01.11 00:09:30,filled,sl 2027.239,2024-01-11 00:09:30,15.0,XAUUSDc,sell,out,10.45,2027.047,0,0.0,-7.02,79.42,sl 2027.239,-1.47,0.43785850860420655,-0.9999164767033615,-7.5675364597060115,-4.477906299612009,-2.02250919243858,1.0,0.2860269407563566,0.11342857142857142,-8.815384555319309,-7.716229348882411,1.834096109839817,0.43785850860420655
2024.01.16 00:27:33,17.0,XAUUSDc,sell,4.23 / 4.23,0.0,2053.648,2048.581,2024.01.16 00:27:33,filled,Range Breakout Sell,2024-01-16 00:27:33,16.0,XAUUSDc,sell,in,4.23,2052.819,0,0.0,0.0,79.42,Range Breakout Sell,-1.3719999999999999,0.43785850860420655,-0.9975757938689311,-7.2146917965462585,-4.467424065691587,-1.862825411736195,1.0,0.2842876987027213,0.11958666666666666,-8.341864705114265,-8.716229348882411,1.834096109839817,0.43785850860420655
2024.01.16 05:22:30,18.0,XAUUSDc,buy,4.23 / 4.23,0.0,,,2024.01.16 05:22:30,filled,tp 2048.581,2024-01-16 05:22:30,17.0,XAUUSDc,buy,out,4.23,2048.564,0,0.0,18.0,97.42,tp 2048.581,-0.1612499999999999,0.9295274515159793,-0.4899727948464486,-3.6555672295977155,-2.1942355344668547,-0.9138918073994289,0.6278222940591633,0.5332285804591907,0.11372499999999999,-4.308400042615508,-70.52713178294577,2.059496567505721,0.9295274515159793
2024.01.17 00:12:31,19.0,XAUUSDc,sell,6.58 / 6.58,0.0,2026.439,2022.443,2024.01.17 00:12:31,filled,Range Breakout Sell,2024-01-17 00:12:31,18.0,XAUUSDc,sell,in,6.58,2025.938,0,0.0,0.0,97.42,Range Breakout Sell,-0.15176470588235283,0.9295274515159793,-0.47164355671146985,-3.622921414948132,-2.1121520676733985,-0.878687509831961,0.6266854657581452,0.5333566916169826,0.10855294117647059,-4.344825221683639,-71.52713178294579,2.059496567505721,0.9295274515159793
2024.01.17 00:20:30,20.0,XAUUSDc,buy,6.58 / 6.58,0.0,,,2024.01.17 00:20:30,filled,sl 2026.439,2024-01-17 00:20:30,19.0,XAUUSDc,buy,out,6.58,2026.751,0,0.0,-5.35,92.07,sl 2026.439,-0.4405555555555554,0.8110104861773118,-0.86679171027925,-6.7777092166949755,-3.881736275321317,-1.597521382678527,1.0,0.4747514287308287,0.10692777777777777,-8.106328666818985,-24.271122320302656,2.059496567505721,0.8110104861773118
2024.01.19 00:21:31,22.0,XAUUSDc,buy,3.5 / 3.5,0.0,2023.458,2030.559,2024.01.19 00:21:31,filled,Range Breakout Buy,2024-01-19 00:21:31,20.0,XAUUSDc,buy,in,3.5,2024.023,0,0.0,0.0,92.07,Range Breakout Buy,-0.41736842105263144,0.8110104861773118,-0.8310566035548513,-6.606171122171639,-3.7217044494171585,-1.515559596067519,1.0,0.4746717530166752,0.10547368421052632,-7.879279175420247,-25.271122320302656,2.059496567505721,0.8110104861773118
2024.01.19 00:36:30,23.0,XAUUSDc,sell,3.5 / 3.5,0.0,,,2024.01.19 00:36:30,filled,sl 2023.458,2024-01-19 00:36:30,21.0,XAUUSDc,sell,out,3.5,2023.446,0,0.0,-2.02,90.05,sl 2023.458,-0.4974999999999999,0.7737608003638018,-0.8950489432520584,-7.182402158495804,-4.008280086216115,-1.6060339468137834,1.0,0.4524004700068534,0.10517499999999999,-8.510092163081136,-21.140703517587948,2.059496567505721,0.7737608003638018
2024.01.24 07:45:33,25.0,XAUUSDc,buy,1.15 / 1.15,0.0,2028.856,2049.871,2024.01.24 07:45:33,filled,Range Breakout Buy,2024-01-24 07:45:33,22.0,XAUUSDc,buy,in,1.15,2030.615,0,0.0,0.0,90.05,Range Breakout Buy,-0.4738095238095237,0.7737608003638018,-0.8206114339293489,-6.642650757145253,-3.6749280516316567,-1.4495452337987547,1.0,0.45227624090327384,0.10490476190476192,-7.822442175449988,-22.140703517587948,2.059496567505721,0.7737608003638018
2024.01.24 08:18:30,26.0,XAUUSDc,sell,1.15 / 1.15,0.0,,,2024.01.24 08:18:30,filled,sl 2028.856,2024-01-24 08:18:30,23.0,XAUUSDc,sell,out,1.15,2028.57,0,0.0,-2.35,87.7,sl 2028.856,-0.559090909090909,0.7345132743362832,-0.883458672895079,-7.1527936124358495,-3.956375606337121,-1.524980722115158,1.0,0.426718906577952,0.10572727272727273,-8.356014962894125,-18.910569105691064,2.059496567505721,0.7345132743362832
2024.01.25 07:33:36,27.0,XAUUSDc,buy,13.28 / 13.28,0.0,2017.272,2019.054,2024.01.25 07:33:36,filled,Range Breakout Buy,2024-01-25 07:33:36,24.0,XAUUSDc,buy,in,13.28,2017.565,0,0.0,0.0,87.7,Range Breakout Buy,-0.5347826086956521,0.7345132743362832,-0.8725486170332928,-7.065733869575131,-3.907517317659171,-1.473307357697686,1.0,0.4265560586099692,0.10647826086956522,-8.194617473158733,-19.910569105691064,2.059496567505721,0.7345132743362832
2024.01.25 07:34:30,28.0,XAUUSDc,sell,13.28 / 13.28,0.0,,,2024.01.25 07:34:30,filled,sl 2017.272,2024-01-25 07:34:30,25.0,XAUUSDc,sell,out,13.28,2017.134,0,0.0,-5.72,81.98,sl 2017.272,-0.7508333333333331,0.653794428434198,-0.9557788009991247,-7.5638014703343766,-4.2802454142370125,-1.5439545098360314,1.0,0.3687253433247525,0.10955,-8.72458969419557,-14.59045504994451,2.059496567505721,0.653794428434198
2024.01.26 00:42:38,29.0,XAUUSDc,buy,2.95 / 2.95,0.0,2020.32,2027.808,2024.01.26 00:42:38,filled,Range Breakout Buy,2024-01-26 00:42:38,26.0,XAUUSDc,buy,in,2.95,2021.31,0,0.0,0.0,81.98,Range Breakout Buy,-0.7207999999999999,0.653794428434198,-0.9514771411386612,-7.378763760500172,-4.260981375453029,-1.4757527521000346,1.0,0.36845700302007606,0.112376,-8.466907000949146,-15.59045504994451,2.059496567505721,0.653794428434198
2024.01.26 07:16:30,30.0,XAUUSDc,sell,2.95 / 2.95,0.0,,,2024.01.26 07:16:30,filled,sl 2020.320,2024-01-26 07:16:30,27.0,XAUUSDc,sell,out,2.95,2020.001,0,0.0,-3.86,78.12,sl 2020.320,-0.8415384615384615,0.608656769808621,-0.9757116363812448,-7.3072438095951195,-4.369510239056179,-1.4330684144502153,1.0,0.3310585785183461,0.11646923076923077,-8.377419769471093,-13.840036563071301,2.059496567505721,0.608656769808621
2024.01.30 00:39:34,31.0,XAUUSDc,buy,9.01 / 9.01,0.0,2032.772,2035.112,2024.01.30 00:39:34,filled,Range Breakout Buy,2024-01-30 00:39:34,28.0,XAUUSDc,buy,in,9.01,2033.073,0,0.0,0.0,78.12,Range Breakout Buy,-0.8103703703703703,0.608656769808621,-0.9601628291534683,-6.976390397193337,-4.299878321332147,-1.3426069579304978,1.0,0.33074106993493746,0.12025925925925926,-7.984107295085816,-14.840036563071301,2.059496567505721,0.608656769808621
2024.01.30 01:04:30,32.0,XAUUSDc,sell,9.01 / 9.01,0.0,,,2024.01.30 01:04:30,filled,sl 2032.772,2024-01-30 01:04:30,29.0,XAUUSDc,sell,out,9.01,2032.56,0,0.0,-4.62,73.5,sl 2032.772,-0.9464285714285714,0.5622005617049397,-0.9819778554907871,-6.8131104717199715,-3.7055768131727813,-1.2875568544986433,1.0,0.2892416813306492,0.12542857142857142,-7.828980624641812,-13.252830188679246,2.059496567505721,0.5622005617049397
2024.01.31 00:03:32,33.0,XAUUSDc,buy,3.24 / 3.24,0.0,2036.658,2042.778,2024.01.31 00:03:32,filled,Range Breakout Buy,2024-01-31 00:03:32,30.0,XAUUSDc,buy,in,3.24,2037.467,0,0.0,0.0,73.5,Range Breakout Buy,-0.9137931034482759,0.5622005617049397,-0.9794179990709357,-6.532523483653162,-3.6959169776261724,-1.2130591574465068,1.0,0.2888646544759641,0.13024137931034482,-7.520021703218728,-14.252830188679246,2.059496567505721,0.5622005617049397
2024.01.31 00:42:30,34.0,XAUUSDc,sell,3.24 / 3.24,0.0,,,2024.01.31 00:42:30,filled,sl 2036.658,2024-01-31 00:42:30,31.0,XAUUSDc,sell,out,3.24,2036.249,0,0.0,-3.95,69.55,sl 2036.658,-1.015,0.5277605459057072,-0.9897019002877193,-6.282050940797067,-3.2502525461008838,-1.1469403358903683,1.0,0.2556613757285662,0.13605,-7.274545389839907,-13.403940886699509,2.059496567505721,0.5277605459057072
2024.02.01 00:33:33,35.0,XAUUSDc,buy,3.03 / 3.03,0.0,2041.173,2047.356,2024.02.01 00:33:33,filled,Range Breakout Buy,2024-02-01 00:33:33,32.0,XAUUSDc,buy,in,3.03,2041.856,0,0.0,0.0,69.55,Range Breakout Buy,-0.982258064516129,0.5277605459057072,-0.9880151504583885,-6.011693361433755,-3.244713137794379,-1.0797320018726675,1.0,0.2552446976902649,0.14148387096774193,-6.98323521755815,-14.40394088669951,2.059496567505721,0.5277605459057072
2024.02.01 00:50:30,36.0,XAUUSDc,sell,3.03 / 3.03,0.0,,,2024.02.01 00:50:30,filled,sl 2041.173,2024-02-01 00:50:30,33.0,XAUUSDc,sell,out,3.03,2041.135,0,0.0,-2.19,67.36,sl 2041.173,-1.02,0.5104244787760612,-0.991868639897455,-5.77529766415254,-3.0388132349799477,-1.0209380354232724,1.0,0.23733177740247596,0.1472625,-6.7353782524230885,-14.437500000000004,2.059496567505721,0.5104244787760612
2024.02.02 00:30:36,37.0,XAUUSDc,buy,4.78 / 4.78,0.0,2055.7,2059.498,2024.02.02 00:30:36,filled,Range Breakout Buy,2024-02-02 00:30:36,34.0,XAUUSDc,buy,in,4.78,2055.985,0,0.0,0.0,67.36,Range Breakout Buy,-0.9890909090909091,0.5104244787760612,-0.9905224781717445,-5.551926302885719,-3.0346889649869624,-0.9664663168451296,1.0,0.23691677848377313,0.1526909090909091,-6.487108394789944,-15.437500000000004,2.059496567505721,0.5104244787760612
2024.02.02 00:53:30,38.0,XAUUSDc,sell,4.78 / 4.78,0.0,,,2024.02.02 00:53:30,filled,sl 2055.700,2024-02-02 00:53:30,35.0,XAUUSDc,sell,out,4.78,2055.411,0,0.0,-2.74,64.62,sl 2055.700,-1.0405882352941176,0.4902751764875379,-0.9941764133226126,-5.346599056551248,-2.8099955153267744,-0.9169341735228116,1.0,0.21589039567861756,0.15860588235294118,-6.268219050730414,-15.24194460146976,2.059496567505721,0.4902751764875379
2024.02.05 00:03:33,39.0,XAUUSDc,sell,4.25 / 4.25,0.0,2038.379,2034.275,2024.02.05 00:03:33,filled,Range Breakout Sell,2024-02-05 00:03:33,36.0,XAUUSDc,sell,in,4.25,2037.951,0,0.0,0.0,64.62,Range Breakout Sell,-1.0108571428571427,0.4902751764875379,-0.9908727733830611,-5.139903675282537,-2.8006579236378215,-0.8688022920119551,1.0,0.21546594968803223,0.16418285714285713,-6.035178036406644,-16.241944601469758,2.059496567505721,0.4902751764875379
2024.02.05 00:04:30,40.0,XAUUSDc,buy,4.25 / 4.25,0.0,,,2024.02.05 00:04:30,filled,sl 2038.379,2024-02-05 00:04:30,37.0,XAUUSDc,buy,out,4.25,2038.469,0,0.0,-2.2,62.42,sl 2038.379,-1.0438888888888889,0.47521295908392686,-0.9937110290911185,-4.965150082162036,-2.644255000242466,-0.8275250136936727,1.0,0.19930187556319884,0.1700611111111111,-5.8432584769005045,-16.291112293773285,2.059496567505721,0.47521295908392686
2024.02.06 00:06:34,41.0,XAUUSDc,buy,8.14 / 8.14,0.0,2025.284,2027.354,2024.02.06 00:06:34,filled,Range Breakout Buy,2024-02-06 00:06:34,38.0,XAUUSDc,buy,in,8.14,2025.648,0,0.0,0.0,62.42,Range Breakout Buy,-1.0156756756756757,0.47521295908392686,-0.9927282506815549,-4.799137139562114,-2.641639836832238,-0.7889732856835405,1.0,0.19887956354774328,0.17562162162162162,-5.652653935859885,-17.291112293773285,2.059496567505721,0.47521295908392686
2024.02.06 00:10:30,42.0,XAUUSDc,sell,8.14 / 8.14,0.0,,,2024.02.06 00:10:30,filled,sl 2025.284,2024-02-06 00:10:30,39.0,XAUUSDc,sell,out,8.14,2024.977,0,0.0,-5.46,56.96,sl 2025.284,-1.1326315789473684,0.441546645906319,-0.9972041777343837,-4.622533211336871,-2.3169242047731964,-0.7498739067672147,1.0,0.16370502758184002,0.18232631578947367,-5.4693376181956275,-16.09758364312268,2.059496567505721,0.441546645906319
2024.02.08 00:03:43,43.0,XAUUSDc,buy,12.94 / 12.94,0.0,2036.461,2037.649,2024.02.08 00:03:43,filled,Range Breakout Buy,2024-02-08 00:03:43,40.0,XAUUSDc,buy,in,12.94,2037.015,0,0.0,0.0,56.96,Range Breakout Buy,-1.1035897435897435,0.441546645906319,-0.9961596940266069,-4.450752797229799,-2.3144974303592165,-0.7126908284632351,1.0,0.1632342279919226,0.18868717948717947,-5.279424371777691,-17.097583643122675,2.059496567505721,0.441546645906319
2024.02.08 01:02:30,44.0,XAUUSDc,sell,12.94 / 12.94,0.0,,,2024.02.08 01:02:30,filled,tp 2037.649,2024-02-08 01:02:30,41.0,XAUUSDc,sell,out,12.94,2037.771,0,0.0,9.78,66.74,tp 2037.649,-0.8314999999999999,0.5684442714415467,-0.9815340212908092,-4.320635543489965,-2.280515848723999,-0.683152462845389,1.0,0.25848965487534625,0.19228499999999998,-5.104579251063834,-23.1250751653638,2.059496567505721,0.5684442714415467
2024.02.09 00:36:34,45.0,XAUUSDc,sell,4.09 / 4.09,0.0,2033.744,2029.343,2024.02.09 00:36:34,filled,Range Breakout Sell,2024-02-09 00:36:34,42.0,XAUUSDc,sell,in,4.09,2033.489,0,0.0,0.0,66.74,Range Breakout Sell,-0.8112195121951219,0.5684442714415467,-0.979526381191066,-4.252897349777199,-2.2758512574141867,-0.6641909780407881,1.0,0.25827270013627635,0.19570731707317077,-5.005057531011179,-24.1250751653638,2.059496567505721,0.5684442714415467
2024.02.09 00:37:30,46.0,XAUUSDc,buy,4.09 / 4.09,0.0,,,2024.02.09 00:37:30,filled,sl 2033.744,2024-02-09 00:37:30,43.0,XAUUSDc,buy,out,4.09,2033.75,0,0.0,-1.07,65.67,sl 2033.744,-0.8173809523809523,0.5606603532121833,-0.9824723388085033,-4.20496925965366,-2.2826959544807233,-0.6488408432521772,1.0,0.24916224645656265,0.19922142857142858,-4.931559550865528,-24.373143023594526,2.059496567505721,0.5606603532121833
2024.02.12 08:21:42,47.0,XAUUSDc,buy,3.39 / 3.39,0.0,2025.941,2031.17,2024.02.12 08:21:42,filled,Range Breakout Buy,2024-02-12 08:21:42,44.0,XAUUSDc,buy,in,3.39,2026.974,0,0.0,0.0,65.67,Range Breakout Buy,-0.7983720930232557,0.5606603532121833,-0.9757343300310647,-4.120967426125558,-2.2670407296260797,-0.6284416408713812,1.0,0.24895323677096076,0.2025720930232558,-4.816726309477623,-25.373143023594523,2.059496567505721,0.5606603532121833
2024.02.12 08:35:30,48.0,XAUUSDc,sell,3.39 / 3.39,0.0,,,2024.02.12 08:35:30,filled,sl 2025.941,2024-02-12 08:35:30,45.0,XAUUSDc,sell,out,3.39,2025.767,0,0.0,-4.09,61.58,sl 2025.941,-0.8731818181818182,0.532773926790709,-0.9862448537604676,-4.090149679607902,-2.2914610914509006,-0.6166132647114437,1.0,0.21753218993418283,0.2067,-4.771382940302214,-23.67204580947423,2.059496567505721,0.532773926790709
2024.02.14 00:27:41,50.0,XAUUSDc,buy,3.7 / 3.7,0.0,1992.27,1996.752,2024.02.14 00:27:41,filled,Range Breakout Buy,2024-02-14 00:27:41,46.0,XAUUSDc,buy,in,3.7,1992.597,0,0.0,0.0,61.58,Range Breakout Buy,-0.8537777777777779,0.532773926790709,-0.9837660416419061,-4.011853611574256,-2.2857017696140938,-0.5980518260838714,1.0,0.2172995943780887,0.21064444444444444,-4.670268158443482,-24.67204580947423,2.059496567505721,0.532773926790709
2024.02.14 00:51:30,51.0,XAUUSDc,sell,3.7 / 3.7,0.0,,,2024.02.14 00:51:30,filled,sl 1992.270,2024-02-14 00:51:30,47.0,XAUUSDc,sell,out,3.7,1992.255,0,0.0,-1.27,60.31,sl 1992.270,-0.8628260869565217,0.5246706586826347,-0.9863785762187179,-3.953502323220185,-2.2917717848947907,-0.5829121161985145,1.0,0.20743419793878115,0.21469347826086957,-4.594357426266065,-24.88259007306626,2.059496567505721,0.5246706586826347
2024.02.16 01:36:35,52.0,XAUUSDc,buy,3.36 / 3.36,0.0,2003.979,2008.812,2024.02.16 01:36:35,filled,Range Breakout Buy,2024-02-16 01:36:35,48.0,XAUUSDc,buy,in,3.36,2004.198,0,0.0,0.0,60.31,Range Breakout Buy,-0.8444680851063829,0.5246706586826347,-0.9834651166006607,-3.8791629563399694,-2.28500259433239,-0.565834071645477,1.0,0.2072077744107374,0.21857021276595745,-4.499538634085259,-25.88259007306626,2.059496567505721,0.5246706586826347
2024.02.16 01:40:30,53.0,XAUUSDc,sell,3.36 / 3.36,0.0,,,2024.02.16 01:40:30,filled,sl 2003.979,2024-02-16 01:40:30,49.0,XAUUSDc,sell,out,3.36,2003.639,0,0.0,-1.88,58.43,sl 2003.979,-0.8660416666666667,0.5131178261888031,-0.9872079471983406,-3.8271912226047062,-2.2936987620779288,-0.55240747065275,1.0,0.19328871658916386,0.22267708333333333,-4.433361226132792,-25.712051960548465,2.059496567505721,0.5131178261888031
2024.02.19 00:27:37,54.0,XAUUSDc,buy,1.42 / 1.42,0.0,2016.745,2027.788,2024.02.19 00:27:37,filled,Range Breakout Buy,2024-02-19 00:27:37,50.0,XAUUSDc,buy,in,1.42,2018.086,0,0.0,0.0,58.43,Range Breakout Buy,-0.8483673469387755,0.5131178261888031,-0.9832767424254022,-3.7513029894135106,-2.2845649219921054,-0.535900427059073,1.0,0.19306195694138367,0.22661632653061226,-4.338949260536077,-26.712051960548468,2.059496567505721,0.5131178261888031
2024.02.19 00:38:30,55.0,XAUUSDc,sell,1.42 / 1.42,0.0,,,2024.02.19 00:38:30,filled,sl 2016.745,2024-02-19 00:38:30,51.0,XAUUSDc,sell,out,1.42,2016.635,0,0.0,-2.06,56.37,sl 2016.745,-0.8726,0.5010292772186643,-0.9872666144342815,-3.7015530691083924,-2.2628159854097674,-0.5234786552176843,1.0,0.17847950086354591,0.23081,-4.277399655276121,-26.450836580334624,2.059496567505721,0.5010292772186643
2024.02.20 00:12:38,56.0,XAUUSDc,sell,5.99 / 5.99,0.0,2015.796,2013.258,2024.02.20 00:12:38,filled,Range Breakout Sell,2024-02-20 00:12:38,52.0,XAUUSDc,sell,in,5.99,2015.378,0,0.0,0.0,56.37,Range Breakout Sell,-0.8554901960784315,0.5010292772186643,-0.9861020345121382,-3.637897846924981,-2.2601467671605273,-0.5094075902777428,1.0,0.17825097063186307,0.23483921568627453,-4.199051813516052,-27.450836580334627,2.059496567505721,0.5010292772186643
2024.02.20 00:17:30,57.0,XAUUSDc,buy,5.99 / 5.99,0.0,,,2024.02.20 00:17:30,filled,sl 2015.796,2024-02-20 00:17:30,53.0,XAUUSDc,buy,out,5.99,2015.925,0,0.0,-3.28,53.09,sl 2015.796,-0.9021153846153845,0.48291446208112876,-0.9911103781015911,-3.5881931125730175,-2.112791255812388,-0.49759285590956714,1.0,0.15685048281433706,0.23934423076923078,-4.1409411662702365,-26.531443189085476,2.059496567505721,0.48291446208112876
2024.02.21 00:03:33,58.0,XAUUSDc,sell,2.48 / 2.48,0.0,2023.6,2017.822,2024.02.21 00:03:33,filled,Range Breakout Sell,2024-02-21 00:03:33,54.0,XAUUSDc,sell,in,2.48,2023.38,0,0.0,0.0,53.09,Range Breakout Sell,-0.8850943396226414,0.48291446208112876,-0.9902379256354105,-3.5229563525025234,-2.110931412567492,-0.4839152713463631,1.0,0.15661075538967295,0.24367924528301885,-4.063694158627701,-27.531443189085476,2.059496567505721,0.48291446208112876
2024.02.21 00:05:30,59.0,XAUUSDc,buy,2.48 / 2.48,0.0,,,2024.02.21 00:05:30,filled,sl 2023.600,2024-02-21 00:05:30,55.0,XAUUSDc,buy,out,2.48,2023.663,0,0.0,-0.7,52.39,sl 2023.600,-0.8816666666666667,0.4792168015751477,-0.9911395820040564,-3.466681371340213,-2.0817886620543087,-0.4717555811441874,1.0,0.1518789961933696,0.24798333333333333,-3.996799174692075,-28.126654064272202,2.059496567505721,0.4792168015751477
