7_layer_output_rolling_Sharpe_Ratio,7_layer_output_rolling_Sortino_Ratio,7_layer_output_rolling_Calmar_Ratio,7_layer_output_rolling_Stability,7_layer_output_rolling_Recovery_Factor,7_layer_output_rolling_Omega_Ratio,7_layer_output_rolling_Skewness,7_layer_output_rolling_Kurtosis,7_layer_output_rolling_Tail_Ratio,7_layer_output_rolling_Alpha,7_layer_output_rolling_Beta,7_layer_output_rolling_Common_Sense_Ratio,7_layer_output_rolling_Volatility,7_layer_output_rolling_Kelly_Criterion,7_layer_output_rolling_SQN_System_Quality_Number,7_layer_output_rolling_K_Ratio,7_layer_output_rolling_R_Squared,7_layer_output_rolling_CPC_Index,7_layer_output_rolling_VaR_Value_at_Risk,7_layer_output_rolling_CVaR_Conditional_Value_at_Risk,7_layer_output_rolling_Return_Standard_Deviation,7_layer_output_rolling_AHPR_Average_Holding_Period_Return,7_layer_output_rolling_GHPR_Geometric_Holding_Period_Return,7_layer_output_rolling_Drawdown_Duration,7_layer_output_rolling_Max_Drawdown_Duration,7_layer_output_rolling_TWR_Time_Weighted_Return,7_layer_output_rolling_MWR_Money_Weighted_Return,7_layer_output_rolling_Ulcer_Index,7_layer_output_rolling_MAE_Max_Adverse_Excursion,7_layer_output_rolling_MFE_Max_Favorable_Excursion,7_layer_output_rolling_MAR_Ratio,7_layer_output_rolling_Information_Ratio,7_layer_output_rolling_Treynor_Ratio,7_layer_output_rolling_Tracking_Error,7_layer_output_rolling_Active_Share
-0.2058572872104261,-0.5783273996508186,-2.316898010208647,0.669846536308676,-1.0000000000000002,0.441546645906319,2.4401409277411013,7.297205840171467,0.3768398701409419,,,0.1663923807045057,0.0627833705594289,-0.1997882036338361,-1.382943242462102,-8.403789303882279,,0.0872204865444485,-0.082151336033121,-0.0943088324215741,0.0627833705594289,0.9870755856547092,0.9852980676718942,3020816.0,3020816.0,-0.4303999999999999,,0.2157267740745955,,,-2.316898010208647,,,,
-0.2031580230681386,-0.5634984919674643,-2.314463396031954,0.6940020750561756,-1.0000000000000002,0.441546645906319,2.451900298815512,7.491392534296795,0.2521873572325153,,,0.1113524817259958,0.0619863243178167,-0.2014973036390124,-1.3825064757843113,-9.025783759393152,,0.0849840638125395,-0.0818383579107124,-0.0943088324215741,0.0619863243178167,0.987406980894332,0.9856723265636098,3193209.0,3193209.0,-0.4303999999999999,,0.2238182481504316,,,-2.314463396031954,,,,
-0.1178341093055493,-0.357335615332015,-2.28039846312854,0.7022415026053594,-0.7727695167286245,0.5684442714415467,2.1427388737316235,4.969114289773737,2.127359189780701,,,1.2092851447293698,0.0677707645098155,-0.2121614726694147,-1.008801808579637,-9.3431425186738,,0.1373297781372521,-0.0815253797883039,-0.0943088324215741,0.0677707645098155,0.9920142923270298,0.9899417828183156,3196736.0,3196736.0,-0.3325999999999999,,0.2271735283874421,,,-2.28039846312854,,,,
-0.116404411496063,-0.348620112519039,-2.27572447894044,0.7088628918239431,-0.7727695167286245,0.5684442714415467,2.1594321847056857,5.137174831604931,2.11420219917411,,,1.2018061287896429,0.0669298887813751,-0.2145586278559725,-1.0087962346525354,-9.632645351794094,,0.1339802713534167,-0.0812124016658954,-0.0899433555030145,0.0669298887813751,0.9922090656849072,0.99018589737213,3281580.0,3281580.0,-0.3325999999999999,,0.2303197798184293,,,-2.27572447894044,,,,
-0.1207963506469925,-0.34005707423741,-2.282583076002634,0.7170986358756183,-0.7976301115241635,0.5606603532121834,2.1933586565247576,5.355781135611716,2.013116441471237,,,1.1286745751325176,0.0661208620800576,-0.2046064716687861,-1.041527740817852,-9.956935670539146,,0.1347171564274329,-0.0810258477512239,-0.0899433555030145,0.0661208620800576,0.992012841159096,0.9900373878217102,3281636.0,3281636.0,-0.3432999999999998,,0.2336455460531533,,,-2.282583076002634,,,,
-0.1193965819674329,-0.3321487701853772,-2.266897044133523,0.7238099597547178,-0.7976301115241635,0.5606603532121834,2.2095744746776864,5.523316967750711,1.9115641298705897,,,1.071738220240985,0.0653403207389218,-0.2067614027451167,-1.0415027131604109,-10.25342884963533,,0.1315841993012136,-0.0808392938365524,-0.0899433555030145,0.0653403207389218,0.9921985890391172,0.9902679453547218,3568688.0,3568688.0,-0.3432999999999998,,0.2367731236712124,,,-2.266897044133523,,,,
-0.1388648619673503,-0.3940181565951661,-2.291367191187596,0.7381418519421755,-0.8926579925650558,0.5327739267907091,2.225901603318796,5.626838243784443,1.809542026883032,,,0.9640768113552918,0.0650962787858383,-0.2079750641362385,-1.160127032473708,-10.731289945664225,,0.1225707519157237,-0.0806527399218808,-0.0899433555030145,0.0650962787858383,0.9909604142318164,0.9890415532656286,3569516.0,3569516.0,-0.3841999999999999,,0.241126836672396,,,-2.291367191187596,,,,
-0.1373186245447309,-0.3852621975597179,-2.285595237566714,0.7505339939388321,-0.8926579925650558,0.5327739267907091,2.240169260938139,5.786838479586445,1.707046864996068,,,0.9094700614797246,0.0643664041476545,-0.209939251232395,-1.160023409522978,-11.185263837149138,,0.1198469574287076,-0.0804661860072094,-0.0899433555030145,0.0643664041476545,0.991161293915554,0.989283764750517,3713047.0,3713047.0,-0.3841999999999999,,0.2452148400439455,,,-2.285595237566714,,,,
-0.1428422787542048,-0.3877096617011795,-2.291678585251713,0.7632207194850427,-0.9221654275092938,0.5246706586826348,2.274455635081976,6.005666530834494,1.6040753463250512,,,0.8416112685329402,0.0636709177077286,-0.2020310034437243,-1.1985701095576566,-11.671492717376788,,0.1196866522097695,-0.0802796320925378,-0.0899433555030145,0.0636709177077286,0.9909051010242568,0.989067325671656,3714476.0,3714476.0,-0.3968999999999999,,0.249494877093002,,,-2.291678585251713,,,,
-0.1413165608918773,-0.3794605199628565,-2.284894571854449,0.7742174023873882,-0.9221654275092938,0.5246706586826348,2.288265707396523,6.164809298422709,1.5006241422593565,,,0.7873334571542804,0.0629890115547627,-0.2038153146808995,-1.1984464849909064,-12.13280287508258,,0.117140127694668,-0.0800930781778663,-0.0899433555030145,0.0629890115547627,0.9910986095131022,0.9892986866349012,3889981.0,3889981.0,-0.3968999999999999,,0.2535250845787026,,,-2.284894571854449,,,,
-0.1500904200590081,-0.4023591265387177,-2.2936099553636384,0.7861950395199223,-0.9658457249070632,0.5131178261888031,2.324847283979345,6.380083996670603,1.3966898931038323,,,0.7166664818093101,0.0623981682284294,-0.1985093912022695,-1.2548840505859096,-12.65353358985094,,0.1151893328043162,-0.0799065242631948,-0.0899433555030145,0.0623981682284294,0.9906346327196824,0.988867827825357,3890216.0,3890216.0,-0.4156999999999999,,0.2579458118966074,,,-2.2936099553636384,,,,
-0.1485483695123854,-0.3941477157930296,-2.2844559709810346,0.796676286407903,-0.9658457249070632,0.5131178261888031,2.3379791566731853,6.537227723362218,1.2922692077149718,,,0.6630863667134331,0.0617592597342943,-0.2001400162243133,-1.254727564127353,-13.150263151511222,,0.112838530094024,-0.0797199703485233,-0.0899433555030145,0.0617592597342943,0.9908257626641784,0.9890937715591918,4145043.0,4145043.0,-0.4156999999999999,,0.26211605546134,,,-2.2844559709810346,,,,
-0.158333519394755,-0.4227056835580862,-2.262728689291656,0.8078322538405335,-1.0,0.5010292772186643,2.373096762107631,6.743298553900988,1.1873586631322073,,,0.5949014527884493,0.0612370006077409,-0.1958369820090887,-1.3162995532447217,-13.71059066511311,,0.1104533481173131,-0.0795334164338518,-0.0899433555030145,0.0612370006077409,0.9903041301765976,0.9886008071243976,4145696.0,4145696.0,-0.4362999999999999,,0.266716860734375,,,-2.262728689291656,,,,
-0.1567655981637264,-0.4144173368216531,-2.260053400786346,0.8177162000960831,-1.0,0.5010292772186643,2.385491145575989,6.897940689677219,1.0819548042037743,,,0.5420910335334787,0.0606367394388277,-0.1973336490704268,-1.3161067196979588,-14.248690831994464,,0.1082875961934442,-0.0793468625191803,-0.0899433555030145,0.0606367394388277,0.990494245271174,0.9888230668853176,4230544.0,4230544.0,-0.4362999999999999,,0.2710636955750871,,,-2.260053400786346,,,,
-0.1728291289434376,-0.464437780526136,-2.112729897155049,0.8280338014430871,-1.0,0.4829144620811288,2.400380914788823,6.998777256809152,0.9760541432074408,,,0.4713506615290784,0.0604176632745057,-0.1968241929462813,-1.4115491131062252,-14.881024273036068,,0.1031489747462199,-0.0791603086045088,-0.0899433555030145,0.0604176632745057,0.9895580678834692,0.9878972652126846,4230836.0,4230836.0,-0.4690999999999999,,0.2762143360201945,,,-2.112729897155049,,,,
-0.1711733911337266,-0.4556748035350768,-2.1108653697860627,0.8375038661786023,-1.0,0.4829144620811288,2.411397452189772,7.147255997965777,0.8696531594658575,,,0.4199680877006088,0.0598510928688835,-0.1982067391838011,-1.4112901382742775,-15.499563076367307,,0.1012027676755365,-0.0789737546898373,-0.0899433555030145,0.0598510928688835,0.9897550854705736,0.9881242573140206,4316399.0,4316399.0,-0.4690999999999999,,0.2810815197673389,,,-2.1108653697860627,,,,
